pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_spectype,st_teff,st_rad,st_mass,sy_dist,snr_value,can_separate,in_habitable_zone,suitable_radius,suitable_mass,suitable_temp,potential_magnetic_field,is_habitable,sy_gaiamag
EPIC 201615463 c,K2-166,1,2,Transit,2019,3.80464,,1.22,1.98,,,5942.5,1.6,1.07,476.882,,,,True,True,,True,,11.9456
EPIC 201754305 d,K2-16,1,3,Transit,2019,2.71578,,1.03,1.08,,K3 V,4761.0,0.54,0.67,334.967,,,,True,True,,True,,14.3234
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,2.0478,0.0296,0.908,0.688,,,4520.0,0.66,0.73,577.6,12.286318711530237,False,False,True,True,,True,,
EPIC 201833600 c,K2-50,1,2,Transit,2019,3.96151,,1.0,0.972,,,4292.67,0.63,0.61,257.443,,,,True,True,,True,,14.2575
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,4.1698,0.035,1.04,1.12,,,5053.0,0.63,0.8,436.488,18.393614145915514,False,False,True,True,,True,,14.5885
EPIC 205950854 c,K2-168,1,2,Transit,2019,8.050722,,1.31,2.27,961.0,,5502.7,0.83,0.88,243.935,,,,True,True,False,True,,12.0976
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,4.50756,,1.7,3.53,,,5724.0,0.82,0.93,369.888,,,,False,True,,True,,12.9682
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,0.911724,,1.4,2.54,,,5724.0,1.1,0.93,369.888,,,,True,True,,True,,12.9682
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,14.647531,,2.6,7.27,,,5724.0,1.1,0.93,369.888,,,,False,False,,,,12.9682
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,2.87814,,1.01,1.01,,,3489.0,0.37,0.22,161.365,,,,True,True,,True,,16.0689
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,5.2986,,1.7,3.53,,,4114.0,0.5,0.57,451.769,,,,False,True,,True,,15.9752
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,0.354884,,1.2,1.87,,,4114.0,0.5,0.57,451.769,,,,True,True,,True,,15.9752
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,2.255436,,1.0,0.972,,,3297.0,0.25,0.41,109.888,,,,True,True,,True,,16.1722
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,1.58252,,0.96,0.84,,,4864.0,0.67,0.71,314.35,,,,True,True,,True,,13.774
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,17.515472,,2.094,5.03,,,4752.0,0.76,0.83,314.35,,,,False,False,,,,13.774
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.1701963,0.1195,1.92,4.35,431.0,M0,4057.0,0.58,0.62,186.197,25.048243426628968,False,False,False,True,False,True,,14.5263
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.49221,0.1493,5.76,27.0,817.0,G0,6069.0,1.39,1.17,181.69,871.149921991444,False,False,False,False,False,,,10.0512
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,2.289363,,1.48,2.79,1149.0,,5171.0,0.8,0.83,418.395,,,,True,True,False,True,,14.1864
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,5.213965,,2.27,5.77,866.0,,5171.0,0.8,0.83,418.395,,,,False,False,False,,,14.1864
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,18.0983,,2.17,5.35,,,5782.33,1.22,1.11,611.804,,,,False,False,,,,13.2026
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,34.885,,1.6,3.19,,,4982.79,0.76,0.91,283.29,,,,False,True,,True,,13.3118
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,15.28078,,1.26,2.13,756.0,,6004.0,0.98,0.99,320.07,,,,True,True,False,True,,12.2038
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,23.228555,,2.32,5.99,658.0,,6004.0,0.98,0.99,320.07,,,,False,False,False,,,12.2038
EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021,0.578657,,1.2,1.87,,,5765.0,0.93,1.0,561.929,,,,True,True,,True,,13.8326
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,11.811437,,2.3,5.9,,,5765.0,0.93,1.0,561.929,,,,False,False,,,,13.8326
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.603,0.098,2.586,7.2,536.0,K3,4684.0,0.67,0.69,336.25,27.645847566738425,False,False,False,False,False,,,14.4776
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,65.55,0.28,2.69,7.7,316.0,K3,4684.0,0.67,0.69,336.25,3.6644897959183673,False,False,False,False,True,,,14.4776
EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021,0.762406,,0.99,0.937,,,5620.0,0.89,0.95,624.512,,,,True,True,,True,,13.7756
EPIC 220554210 c,K2-282,1,2,Transit,2019,0.70531,,1.6,3.19,,,5499.0,1.0,0.94,496.289,,,,False,True,,True,,13.8183
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571292,0.01326,1.725,8.21,2300.0,G5 V,5532.0,0.99,0.95,244.59,2772.5803808593973,True,False,False,False,False,,,11.9535
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.3397,0.1083,2.836,8.9,805.0,G5 V,5532.0,0.99,0.95,244.59,112.34365130808648,False,False,False,False,False,,,11.9535
EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021,0.728113,,1.1,1.37,932.0,,3782.0,0.32,0.42,150.124,,,,True,True,False,True,,15.4185
EPIC 229004835 b,EPIC 229004835,1,1,Transit,2023,16.141132,0.1237,2.332,10.4,804.0,,5868.0,1.0,0.97,121.971,238.89360489276405,False,False,False,False,False,,,10.0494
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,6.180235,0.07229,11.781,953.49,1401.0,F5 V,6202.0,1.59,1.32,372.632,4835.504771784458,False,False,False,False,False,,,11.2549
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,3650.0,4.5,12.442,4131.79,183.0,,4898.0,2.7,0.9,551.886,1.8297179150877818,False,False,False,False,False,,,12.1722
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,3.5951,0.047,1.95,8.75,1616.0,G8 IV/V,5430.0,1.71,1.05,321.296,487.59033676750266,False,False,False,False,False,,,11.4019
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,15.624,0.13,3.67,14.67,990.0,G8 IV/V,5430.0,1.71,1.05,321.296,225.74960914899785,False,False,False,False,False,,,11.4019
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,35.747,0.22,3.94,10.18,752.0,G8 IV/V,5430.0,1.71,1.05,321.296,90.85078102283408,False,False,False,False,False,,,11.4019
FU Tau b,FU Tau,1,1,Imaging,2008,,800.0,12.2,5085.28,2375.0,M7.25,2838.0,,0.05,133.4950466,,False,False,False,False,False,,,15.2412
G 196-3 b,G 196-3,1,1,Imaging,2024,,350.0,12.0,8263.53858,1670.0,,3517.0,0.52,0.52,21.7912,0.00669377017762167,False,False,False,False,False,,,10.6123
G 264-012 b,G 264-012,1,2,Radial Velocity,2021,2.30538,0.02279,1.39,2.5,587.0,M4.0 V,3326.0,0.3,0.3,16.009,13063.364663700366,True,False,True,True,False,True,,11.7617
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,8.0518,0.0525,1.76,3.75,387.0,M4.0 V,3326.0,0.3,0.3,16.009,3946.5792577759253,True,False,False,True,False,True,,11.7617
G 9-40 b,G 9-40,1,1,Transit,2019,5.746007,0.0385,2.025,11.7,456.0,M2.5 V,3348.0,0.31,0.29,27.9276,3408.6683852462543,True,False,False,False,False,,,12.7331
GJ 1002 b,GJ 1002,1,2,Radial Velocity,2022,10.3465,0.0457,1.03,1.08,231.0,M5.5 V,3024.0,0.14,0.12,4.84867,4234.994654226238,True,False,True,True,True,True,,11.7804
GJ 1002 c,GJ 1002,1,2,Radial Velocity,2022,21.202,0.0738,1.1,1.36,182.0,M5.5 V,3024.0,0.14,0.12,4.84867,1852.1811665149144,True,False,True,True,False,True,,11.7804
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,3.204,0.021,1.1,1.37,,M5.5 V,2953.0,0.16,0.12,3.67278,52071.11969647424,True,False,True,True,,True,,10.9889
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,6.689,0.035,1.18,1.74,,M5.5 V,2953.0,0.16,0.12,3.67278,21571.386564903678,True,False,True,True,,True,,10.9889
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,13.031,0.054,1.16,1.64,,M5.5 V,2953.0,0.16,0.12,3.67278,8757.468713690467,True,False,True,True,,True,,10.9889
GJ 1132 b,GJ 1132,1,2,Transit,2015,1.62892911,0.0157,1.192,1.83705,584.0,M4.5 V,3229.0,0.22,0.19,12.613,17537.261432659285,True,False,True,True,False,True,,12.138
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,8.929,0.0476,1.43,2.64,300.0,M4.5 V,3270.0,0.21,0.18,12.613,2501.8425096689552,True,False,True,True,True,True,,12.138
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,41.38,0.166,11.9,96.7,,M5,3287.0,0.36,0.34,11.0143,54899.57034553962,True,False,False,False,,,,10.5769
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,532.58,0.912,9.71,68.06,,M5,3287.0,0.36,0.34,11.0143,1210.9883971269883,True,False,False,False,,,,10.5769
GJ 1151 c,GJ 1151,1,1,Radial Velocity,2023,389.7,0.5714,3.25,10.62,,M 4.5V,3280.0,0.18,0.16,8.03625,162.30219096391653,True,False,False,False,,,,11.6938
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040453,0.01505,2.733,8.41,567.0,M4 V,3101.0,0.22,0.18,14.6427,74440.50246501977,True,False,False,False,False,,,13.0089
GJ 1252 b,GJ 1252,1,1,Transit,2020,0.5182331,0.00915,1.193,1.32,1089.0,M3,3458.0,0.39,0.38,20.373,62295.681732038815,True,False,True,True,False,True,,11.2364
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,3.6511,0.026,2.63,7.4,,M4.5 V,3236.0,0.19,0.18,10.2525,35140.86495800084,True,False,False,False,,,,12.0807
GJ 143 b,GJ 143,1,2,Transit,2019,35.61253,0.1915,2.61,22.7,422.0,K4.5,4640.0,0.7,0.73,16.32,3417.4268656700206,True,False,False,False,False,,,7.67906
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,11.4407,0.072,1.55,3.03,550.0,M1,3607.0,0.38,0.38,3.56228,52736.27999590404,True,False,False,True,False,True,,7.2162
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,7600.0,5.4,6.67,36.0,,M1,3607.0,0.38,0.38,3.56228,173.61019953176736,False,False,False,False,,,,7.2162
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,5.2354,0.053,3.17,10.2,,M0 V,4347.0,0.66,0.69,25.8557,23309.988334845737,True,False,False,False,,,,9.20154
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,8.63182,0.0607,3.25,10.6,,M,3500.0,0.41,0.4,15.1285,21055.488126209268,True,False,False,False,,,,10.6771
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,25.63058,0.1254,2.5,6.8,,M,3500.0,0.41,0.4,15.1285,2919.180293686243,True,False,False,False,,,,10.6771
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,603.95116,1.0304,5.92,29.4,,M,3500.0,0.41,0.4,15.1285,242.44190489984754,False,True,False,False,,,,10.6771
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2288.0,2.41,13.8,301.93699,,M3.5 V,3370.0,0.38,0.36,12.356,310.12407478975257,False,False,False,False,,,,10.7055
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,17.133,0.092,2.43,6.49,,M2 V,3371.0,0.41,0.43,11.9407,8225.1728166559,True,False,False,False,,,,9.93395
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,24.329,0.129,2.41,6.4,,M2 V,3371.0,0.41,0.43,11.9407,4114.93333391963,True,False,False,False,,,,9.93395
GJ 180 d,GJ 180,1,3,Radial Velocity,2020,106.3,0.309,2.66,7.56,,M3,3811.5,0.41,0.43,11.9407,873.684142870933,True,False,False,False,,,,9.93395
GJ 2030 b,GJ 2030,1,2,Radial Velocity,2022,2.38129,0.034,2.03,4.76743,,,5485.0,2.24,0.96,37.0788,130100.49159938589,True,False,False,True,,,,6.02088
GJ 2030 c,GJ 2030,1,2,Radial Velocity,2022,25533.11353,16.761,12.3,4069.15709,,,5485.0,2.24,0.96,37.0788,19.654186218748446,False,False,False,False,,,,6.02088
GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,69.971,0.283,4.17,16.2,,M0V:,4069.95,0.71,0.62,28.4434,1352.8601946609622,True,False,False,False,,,,9.72281
GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,121.93268,0.384,2.87,8.58137,,M1.5V,3912.54,0.46,0.51,5.75624,3567.296616926756,True,False,False,False,,,,7.30724
GJ 229 b,GJ 229,2,2,Radial Velocity,2014,579.47495,1.086,3.97,14.93794,,M1/M2 V,3564.0,0.46,0.51,5.75624,853.4129726689641,True,True,False,False,,,,7.30724
GJ 238 b,GJ 238,1,1,Transit,2024,1.7446999,0.02123,0.566,0.126,758.0,M2.5 V,3485.0,0.43,0.42,15.2142,5677.688256715028,True,False,True,False,False,,,10.5294
GJ 251 b,GJ 251,1,1,Radial Velocity,2020,14.238,0.0818,1.83,4.0,351.0,M3.0 V,3451.0,0.36,0.36,5.58057,20827.80262762725,True,False,False,True,False,True,,8.85518
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,15.819,0.101,3.66,13.0,,M0.5 V,3542.0,0.52,0.53,23.6062,6371.973278785484,True,False,False,False,,,,10.579
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,18.6498,0.091101,1.51,2.89,,M3.5,3382.0,0.29,0.29,5.921535,6589.235064896464,True,False,False,True,,True,,
GJ 273 c,GJ 273,1,2,Radial Velocity,2017,4.7234,0.036467,1.06,1.18,,M3.5,3382.0,0.29,0.29,5.921535,20264.647379466773,True,False,True,True,,True,,
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,133.71,0.49,13.1,1071.04,350.0,G6 V,5540.0,0.9,0.9,17.5559,18784.05076756612,True,False,False,False,True,,,6.39729
GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,11.949,0.079,2.79,8.2,,M4,3910.0,0.47,0.47,16.6186,9976.106351902798,True,False,False,False,,,,10.2011
GJ 3090 b,GJ 3090,1,1,Transit,2022,2.8531054,0.03165,2.13,3.34,693.0,M2 V,3556.0,0.52,0.52,22.4751,24244.60986176321,True,False,False,True,False,,,10.5521
GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,1.22003,0.0197,1.18,1.78,,M0,3717.0,0.5,0.68,28.4712,11065.219329693038,True,False,True,True,,True,,10.1924
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,5.974,0.057,1.88,4.18,,M0,3717.0,0.5,0.68,28.4712,3355.014887388134,True,False,False,True,,True,,10.1924
GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,257.8,0.698,3.23,10.5,,M0,3717.0,0.5,0.68,28.4712,66.04237211006843,False,False,False,False,,,,10.1924
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,695.66,1.151,13.3,794.5,,M2.5 V,3492.73,0.43,0.42,15.1968,1069.0185714628847,False,True,False,False,,,,10.7539
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,6739.323,5.23,13.5,522.5,,M2.5 V,3492.73,0.43,0.42,15.1968,53.3453752691771,False,False,False,False,,,,10.7539
GJ 3222 b,GJ 3222,2,1,Radial Velocity,2022,10.66669,0.091,3.4,11.44182,,K0V,5257.46,0.93,0.89,18.23817,36297.64322268263,True,False,False,False,,,,
GJ 328 b,GJ 328,1,2,Radial Velocity,2013,3771.0,4.11,13.3,797.7493,,M0.0,3897.0,0.63,0.65,20.5266,98.6430968845197,False,False,False,False,,,,9.2861
GJ 328 c,GJ 328,1,2,Radial Velocity,2023,241.8,0.657,4.91,21.4,,M0.0,3897.0,0.63,0.65,20.5266,526.1133297666113,True,False,False,False,,,,9.2861
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,30.5987,0.14339,5.19,23.54,,M2.5,3466.0,0.4,0.42,20.1903,5141.992334092453,True,False,False,False,,,,10.9788
GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,122.6196,0.36175,4.87,21.09,,M2.5,3466.0,0.4,0.42,20.1903,711.3368075319721,True,False,False,False,,,,10.9788
GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,48.1345,0.19394,2.67,7.6,,M2.5,3466.0,0.4,0.42,20.1903,743.913052550908,True,False,False,False,,,,10.9788
GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,13.2543,0.08208,1.63,3.28,,M2.5,3466.0,0.4,0.42,20.1903,1547.8716710485298,True,False,False,True,,True,,10.9788
GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,5.3636,0.03282,1.23,2.02,,M4,3159.0,0.12,0.16,5.37484,7001.070974749091,True,False,True,True,,True,,10.6467
GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,40.54,0.1264,1.32,2.31,,M4,3159.0,0.12,0.16,5.37484,543.6071064078736,True,False,True,True,,True,,10.6467
GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,14.207,0.089,2.46,6.6,,M2.5,3526.0,0.44,0.47,23.619,2651.383452980893,True,False,False,False,,,,11.1029
GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,24.422,0.142,3.25,10.6,391.0,M0 V,4014.0,0.58,0.64,6.33256,43942.76633152716,True,False,False,False,False,,,7.04775
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.3366496,0.0355,4.57,13.9,594.0,M1.5,3600.0,0.55,0.54,29.4214,57912.77879840569,True,False,False,False,False,,,11.3537
GJ 3473 b,GJ 3473,2,2,Transit,2020,1.1980035,0.01589,1.264,1.86,773.0,M4,3347.0,0.36,0.36,27.3644,10951.64845941554,True,False,True,True,False,True,,12.465
GJ 3473 c,GJ 3473,2,2,Radial Velocity,2020,15.509,0.0876,2.63,7.41,329.0,M4,3347.0,0.36,0.36,27.3644,1560.0424856994161,True,False,False,False,True,,,12.465
GJ 3512 b,GJ 3512,1,2,Radial Velocity,2019,203.69,0.337,14.3,146.20107,,M5.5 V,3081.0,0.14,0.12,9.48637,3921.644530648277,True,False,False,False,,,,13.1117
GJ 3512 c,GJ 3512,1,2,Radial Velocity,2020,1599.6,1.292,9.32,63.56568,,M5.5 V,3081.0,0.14,0.12,9.48637,113.3346609135698,True,True,False,False,,,,13.1117
GJ 357 b,GJ 357,1,3,Transit,2019,3.9306,0.036,1.2,1.84,518.0,M2.5 V,3505.0,0.34,0.34,9.44181,14408.036868446308,True,False,True,True,False,True,,9.88036
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,9.1247,0.061,1.66,3.4,401.0,M2.5 V,3505.0,0.34,0.34,9.44181,9602.93140425197,True,False,False,True,False,True,,9.88036
GJ 357 d,GJ 357,1,3,Radial Velocity,2019,55.661,0.204,2.34,6.1,220.0,M2.5 V,3505.0,0.34,0.34,9.44181,1706.1558537384215,True,False,False,False,True,,,9.88036
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,2.64561,0.0287,2.83,8.4,,M2.5,3517.0,0.43,0.45,20.3779,43293.94243185381,True,False,False,False,,,,10.9233
GJ 367 b,GJ 367,1,3,Transit,2021,0.3219225,0.00709,0.699,0.633,1365.0,M1.0 V,3522.0,0.46,0.46,9.41263,232142.98778449983,True,False,True,True,False,True,,9.15159
GJ 367 c,GJ 367,1,3,Radial Velocity,2023,11.5301,,1.86,4.13,,M1.0 V,3522.0,0.46,0.46,9.41263,,,,False,True,,True,,9.15159
GJ 367 d,GJ 367,1,3,Radial Velocity,2023,34.369,,2.33,6.03,,M1.0 V,3522.0,0.46,0.46,9.41263,,,,False,False,,,,9.15159
GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,3.0232,0.026,2.75,8.0,,M4.0 V,3324.0,0.28,0.27,13.743,46437.802635247885,True,False,False,False,,,,11.6266
GJ 3929 b,GJ 3929,1,2,Transit,2022,2.616235,0.0252,1.09,1.75,568.0,M3.5 V,3384.0,0.32,0.31,15.8095,7665.060748197884,True,False,True,True,False,True,,11.5109
GJ 3929 c,GJ 3929,1,2,Radial Velocity,2022,15.04,0.081,2.26,5.71,317.0,M3.5 V,3384.0,0.32,0.31,15.8095,3189.411290935155,True,False,False,False,True,,,11.5109
GJ 393 b,GJ 393,1,1,Radial Velocity,2021,7.02679,0.05402,1.17,1.71,485.0,M2.0 V,3579.0,0.43,0.43,7.03149,17543.03573515562,True,False,True,True,False,True,,8.67373
GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,6.905,0.0608,2.57,7.14,590.0,M0,3867.0,0.61,0.63,16.9287,23199.12156419868,True,False,False,False,False,,,9.40765
GJ 3988 b,GJ 3988,1,1,Radial Velocity,2023,6.9442,0.0405,1.74,3.69,348.0,M4.5 V,3273.0,0.2,0.18,9.9105,7517.220851282425,True,False,False,True,True,True,,11.9925
GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,2.64977,0.029,1.38,2.47,,M1,3722.0,0.49,0.5,18.1459,16511.90991932339,True,False,True,True,,True,,9.98337
GJ 3998 c,GJ 3998,1,2,Radial Velocity,2016,13.74,0.089,2.38,6.26,,M1,3722.0,0.49,0.5,18.1459,5214.456327572204,True,False,False,False,,,,9.98337
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,12.9394,0.07879,1.45,2.69,350.0,M1.5 V,3719.0,0.37,0.39,5.675773,14392.863817666122,True,False,True,True,True,True,,
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,50.8,0.2324,2.63,7.6,309.0,K7 V,4120.0,0.68,0.65,11.8893,4189.329343157804,True,False,False,False,True,,,7.72808
GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,749.83,1.4,8.4,53.83,125.0,K7 V,4120.0,0.68,0.65,11.8893,1177.6270013816575,False,True,False,False,False,,,7.72808
GJ 422 b,GJ 422,1,1,Radial Velocity,2014,20.129,0.111,3.33,11.07,,M3.5 V,3323.0,0.37,0.35,12.6631,7683.62011092558,True,False,False,False,,,,10.4771
GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,13.352,0.082,4.22,16.57,,M4.0,3387.0,0.41,0.41,21.3362,9779.817786441736,True,False,False,False,,,,11.6605
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,7.3705,0.062,2.33,6.043,,M1.5 V,3461.0,0.5,0.48,9.06456,42970.95599548428,True,False,False,False,,,,8.89138
GJ 433 c,GJ 433,1,3,Radial Velocity,2014,5094.105,4.819,6.27,32.422,,M1.5 V,3472.0,0.47,0.48,9.06456,45.51174515881637,False,False,False,False,,,,8.89138
GJ 433 d,GJ 433,1,3,Radial Velocity,2020,36.059,0.178,2.14,5.223,,M2V,3461.0,0.47,0.48,9.06456,3885.8837308368306,True,False,False,False,,,,8.89138
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64388312,0.0291,4.17,22.1,686.0,M2.5 V,3586.11,0.46,0.47,9.75321,456779.5420745426,True,False,False,False,False,,,9.57148
GJ 463 b,GJ 463,1,1,Radial Velocity,2022,3448.0,3.53,13.0,1144.18227,,M3 V,3540.0,0.49,0.49,18.3554,96.64997538543443,False,False,False,False,,,,10.5462
GJ 480 b,GJ 480,1,1,Radial Velocity,2020,9.567,0.068,3.69,13.2,,M3.5 Ve,3381.0,0.46,0.45,14.2358,30745.87197098121,True,False,False,False,,,,10.3249
GJ 486 b,GJ 486,1,1,Radial Velocity,2021,1.4671205,0.01713,1.343,3.0,706.0,M3.5 V,3291.0,0.34,0.33,8.07426,108990.75809764948,True,False,True,True,False,True,,10.094
GJ 504 b,GJ 504,1,1,Imaging,2013,,43.5,13.0,1271.3,510.0,G0 V,6234.0,1.26,1.22,17.5299,4.614136133762148,False,False,False,False,False,,,5.04156
GJ 514 b,GJ 514,1,1,Radial Velocity,2022,140.43,0.422,2.13,5.2,202.0,M0.5-1.0 V,3728.0,0.5,0.51,7.61778,1097.5326817370983,True,False,False,False,True,,,8.20621
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,8.7076,0.06661,2.17,5.36,,M1 V,3685.0,0.5,0.52,10.4092,24487.581980409126,True,False,False,False,,,,8.85881
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.3686,0.04061,4.11,15.8,,M3 V,3396.0,0.33,0.31,6.2981,281207.2028558628,True,False,False,False,,,,9.411
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.914,0.0721,2.21,5.5,,M3 V,3396.0,0.33,0.31,6.2981,25794.24340447046,True,False,False,False,,,,9.411
GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.149,0.02815,1.17,1.7,,M3 V,3396.0,0.33,0.31,6.2981,47426.786691014604,True,False,True,True,,True,,9.411
GJ 625 b,GJ 625,1,1,Radial Velocity,2017,14.628,0.078361,1.49,2.82,,M2,3499.0,0.31,0.3,6.47249,8293.793328854716,True,False,True,True,,True,,9.13702
GJ 649 b,GJ 649,1,1,Radial Velocity,2009,600.1,1.112,10.8,81.99973,,M1.0,3734.0,0.5,0.51,10.3796,2188.8535766402492,True,True,False,False,,,,8.81875
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2012,7.203,0.050431,2.25,5.68,,M1.5 V,3350.0,,0.33,7.24396,,True,False,False,False,,,,9.38033
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2013,28.14,0.125,1.77,3.8,,M1.5 V,3350.0,,0.33,7.24396,,True,False,False,True,,True,,9.38033
GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,62.24,0.213,1.45,2.7,,M1.5 V,3350.0,,0.33,7.24396,,True,False,True,True,,True,,9.38033
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,39.026,0.156,1.45,2.7,,M1.5 V,3350.0,,0.33,7.24396,,True,False,True,True,,True,,9.38033
GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,256.2,0.549,1.99,4.6,,M1.5 V,3350.0,,0.33,7.24396,,True,False,False,True,,True,,9.38033
GJ 674 b,GJ 674,1,1,Radial Velocity,2007,4.6938,0.039,3.33,11.09,,M2.5,3600.0,0.36,0.35,4.54896,456604.32251949667,True,False,False,False,,,,8.33063
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,1051.44521,1.735,12.8,1840.86213,,M0 V,3734.0,0.69,0.63,16.0272,1008.7971570508367,False,False,False,False,,,,8.86517
GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,13921.42302,9.726,12.3,4288.14087,,M0,4006.03,0.65,0.63,16.0272,26.305895638715445,False,False,False,False,,,,8.86517
GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,3.60076,0.039,1.78,3.81394,,M0 V,4006.03,0.65,0.63,16.0272,34262.74791552352,True,False,False,True,,True,,8.86517
GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,35.47358,0.181,2.47,6.6744,,M0 V,4006.03,0.65,0.63,16.0272,3063.008184102408,True,False,False,False,,,,8.86517
GJ 680 b,GJ 680,2,1,Radial Velocity,2022,17281.66514,10.138,12.0,7977.49302,,K5,3563.0,0.46,0.46,9.67315,31.683834563324314,False,False,False,False,,,,9.28322
